Citation,Scientific_Name,Host_Species,Host_Family,Host_Family_Simplified,Host_Order,WNV_Strain,Virus_Isolate_Date,Isolate_Location,Isolate_Lineage,Virus_Lineage,Virus_Dose,Dose_Method,Host_Isolate_Date,Host_Isolate_Location,Sample_Size_Original,Sample_Size_Death,Day,Titer,Titer_SD,Titer_SE,Survival,Alive,Potential_Error,Variance
Kinney et al. 2006,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,Kenya-3829,1998,Kenya,1a,A,1500,needle,2004,Colorado,16,16,2,1.828,0.205,0.05125,1,16,N,Y
Kinney et al. 2006,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,Kenya-3829,1998,Kenya,1a,A,1500,needle,2004,Colorado,16,16,3,2.71,1.116,0.279,1,16,N,Y
Kinney et al. 2006,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,Kenya-3829,1998,Kenya,1a,A,1500,needle,2004,Colorado,16,16,4,4.469,1.742,0.4355,1,16,N,Y
Kinney et al. 2006,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,Kenya-3829,1998,Kenya,1a,A,1500,needle,2004,Colorado,16,16,5,5.168,1.663,0.41575,1,16,N,Y
Kinney et al. 2006,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,Kenya-3829,1998,Kenya,1a,A,1500,needle,2004,Colorado,16,16,6,4.883,1.426,0.3565,1,16,N,Y
Kinney et al. 2006,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,Kenya-3829,1998,Kenya,1a,A,1500,needle,2004,Colorado,16,16,7,3.822,1.104,0.276,1,16,N,Y
Kinney et al. 2006,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,Kenya-3829,1998,Kenya,1a,A,1500,needle,2004,Colorado,16,15,8,0.85,,,0.9375,15,N,Y
Kipp et al. 2006,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NY99,1999,New York,1a1,B,4000,needle,2004,Kansas,10,10,1,6.069,0.27825,0.087990376,1,10,N,Y
Kipp et al. 2006,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NY99,1999,New York,1a1,B,4000,needle,2004,Kansas,10,10,2,8.698,0.63125,0.199618777,1,10,N,Y
Kipp et al. 2006,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NY99,1999,New York,1a1,B,4000,needle,2004,Kansas,10,10,3,10.387,0.37275,0.1178739,1,10,N,Y
Kipp et al. 2006,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NY99,1999,New York,1a1,B,4000,needle,2004,Kansas,10,1,4,10.314,0.25175,0.25175,0.1,1,N,Y
Kipp et al. 2006,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NY99,1999,New York,1a1,B,4000,needle,2004,Kansas,10,0,5,0,,,0,0,N,Y
Kipp et al. 2006,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NY99,1999,New York,1a1,B,4000,needle,2004,Kansas,10,0,6,,,,0,0,N,Y
Kipp et al. 2006,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NY99,1999,New York,1a1,B,4000,needle,2004,Kansas,10,0,7,,,,0,0,N,Y
Kipp et al. 2006,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NY99,1999,New York,1a1,B,4000,needle,2004,Kansas,10,0,8,,,,0,0,N,Y
Komar et al. 2003,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,8,8,1,5.8,1.65,0.583363094,1,8,N,Y
Komar et al. 2003,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,8,8,2,8.7,2.4,0.848528137,1,8,N,Y
Komar et al. 2003,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,8,8,3,9.9,0.975,0.344714556,1,8,N,Y
Komar et al. 2003,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,8,6,4,10.2,0.4,0.163299316,0.75,6,N,Y
Komar et al. 2003,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,8,3,5,10.8,0.55,0.317542648,0.375,3,N,Y
Komar et al. 2003,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,8,0,6,0,,,0,0,N,Y
Komar et al. 2003,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,8,0,7,,,,0,0,N,Y
Komar et al. 2003,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,8,0,8,,,,0,0,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249P,1999,New York,1a,A,1500,needle,2005,Colorado,8,8,1,3.317,0.687,0.242891179,1,8,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249P,1999,New York,1a,A,1500,needle,2005,Colorado,8,8,2,6.548,0.695,0.245719606,1,8,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249P,1999,New York,1a,A,1500,needle,2005,Colorado,8,8,3,8.523,0.89,0.315,1,8,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249P,1999,New York,1a,A,1500,needle,2005,Colorado,8,8,4,9.586,0.836,0.295570635,1,8,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249P,1999,New York,1a,A,1500,needle,2005,Colorado,8,4,5,8.213,0.57,0.285,0.5,4,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249P,1999,New York,1a,A,1500,needle,2005,Colorado,8,4,6,7.211,1.023,0.5115,0.5,4,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249P,1999,New York,1a,A,1500,needle,2005,Colorado,8,0,7,0,,,0,0,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249P,1999,New York,1a,A,1500,needle,2005,Colorado,8,0,8,,,,0,0,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249H,1999,New York,2,D,1500,needle,2005,Colorado,8,8,1,1.776,0,0,1,8,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249H,1999,New York,2,D,1500,needle,2005,Colorado,8,8,2,5.517,1.425,0.503813582,1,8,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249H,1999,New York,2,D,1500,needle,2005,Colorado,8,8,3,7.477,0.827,0.292388654,1,8,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249H,1999,New York,2,D,1500,needle,2005,Colorado,8,8,4,8.852,1.006,0.355674711,1,8,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249H,1999,New York,2,D,1500,needle,2005,Colorado,8,4,5,8.476,1.142,0.571,0.5,4,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249H,1999,New York,2,D,1500,needle,2005,Colorado,8,3,6,7.133,0.871,0.502872084,0.375,3,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249H,1999,New York,2,D,1500,needle,2005,Colorado,8,2,7,6.373,0.314,0.222031529,0.25,2,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249H,1999,New York,2,D,1500,needle,2005,Colorado,8,0,8,0,,,0,0,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249D,1999,New York,exp,E,1500,needle,2005,Colorado,8,8,1,1.696,0,0,1,8,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249D,1999,New York,exp,E,1500,needle,2005,Colorado,8,8,2,4.993,0.827,0.292388654,1,8,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249D,1999,New York,exp,E,1500,needle,2005,Colorado,8,8,3,7.35,0.673,0.237941432,1,8,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249D,1999,New York,exp,E,1500,needle,2005,Colorado,8,8,4,8.924,1.008,0.356381818,1,8,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249D,1999,New York,exp,E,1500,needle,2005,Colorado,8,8,5,8.795,1.234,0.436284884,1,8,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249D,1999,New York,exp,E,1500,needle,2005,Colorado,8,4,6,8.065,1.916,0.958,0.5,4,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249D,1999,New York,exp,E,1500,needle,2005,Colorado,8,1,7,6.805,0.943,0.380166131,0.125,1,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249D,1999,New York,exp,E,1500,needle,2005,Colorado,8,1,8,0.85,,,0.125,1,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249A,1999,New York,1a,A,1500,needle,2005,Colorado,8,8,1,1.734,0,0,1,8,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249A,1999,New York,1a,A,1500,needle,2005,Colorado,8,8,2,4.441,1.058,0.374059487,1,8,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249A,1999,New York,1a,A,1500,needle,2005,Colorado,8,8,3,6.501,0.851,0.300873935,1,8,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249A,1999,New York,1a,A,1500,needle,2005,Colorado,8,8,4,6.856,1.291,0.456437427,1,8,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249A,1999,New York,1a,A,1500,needle,2005,Colorado,8,8,5,6.814,2.046,0.723370237,1,8,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249A,1999,New York,1a,A,1500,needle,2005,Colorado,8,7,6,5.997,2.556,0.966077193,0.875,7,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249A,1999,New York,1a,A,1500,needle,2005,Colorado,8,5,7,3.831,1.300333333,0.47013638,0.625,5,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249A,1999,New York,1a,A,1500,needle,2005,Colorado,8,3,8,0.85,,,0.375,3,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249T,1999,New York,1a,A,1500,needle,2005,Colorado,8,8,1,1.721,0,0,1,8,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249T,1999,New York,1a,A,1500,needle,2005,Colorado,8,8,2,1.867,0.396,0.140007143,1,8,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249T,1999,New York,1a,A,1500,needle,2005,Colorado,8,8,3,2.352,1.286,0.45466966,1,8,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249T,1999,New York,1a,A,1500,needle,2005,Colorado,8,8,4,3.027,1.961,0.693318199,1,8,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249T,1999,New York,1a,A,1500,needle,2005,Colorado,8,8,5,3.457,2.11,0.746,1,8,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249T,1999,New York,1a,A,1500,needle,2005,Colorado,8,8,6,3.873,2.423,0.856659865,1,8,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249T,1999,New York,1a,A,1500,needle,2005,Colorado,8,8,7,3.53,1.873,0.662205501,1,8,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249T,1999,New York,1a,A,1500,needle,2005,Colorado,8,7,8,0.85,,,0.875,7,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249P,1999,New York,1a,A,1500,needle,2011,Colorado,4,4,1,1.995,0,0,1,4,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249P,1999,New York,1a,A,1500,needle,2011,Colorado,4,4,2,5.265,2.042,1.021,1,4,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249P,1999,New York,1a,A,1500,needle,2011,Colorado,4,4,3,8.629,1.847,0.9235,1,4,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249P,1999,New York,1a,A,1500,needle,2011,Colorado,4,3,4,10.527,1.284,0.741317746,0.75,3,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249P,1999,New York,1a,A,1500,needle,2011,Colorado,4,1,5,11.746,1.004,1.004,0.25,1,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249P,1999,New York,1a,A,1500,needle,2011,Colorado,4,1,6,11.558,1.184,1.184,0.25,1,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249P,1999,New York,1a,A,1500,needle,2011,Colorado,4,0,7,0,,,0,0,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249P,1999,New York,1a,A,1500,needle,2011,Colorado,4,0,8,,,,0,0,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249N,1999,New York,3,D,1500,needle,2011,Colorado,4,4,1,2.161,0.242,0.121,1,4,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249N,1999,New York,3,D,1500,needle,2011,Colorado,4,4,2,3.64,1.613,0.8065,1,4,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249N,1999,New York,3,D,1500,needle,2011,Colorado,4,4,3,6.747,0.892,0.446,1,4,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249N,1999,New York,3,D,1500,needle,2011,Colorado,4,4,4,7.307,0.636,0.318,1,4,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249N,1999,New York,3,D,1500,needle,2011,Colorado,4,4,5,7.346,3.137,1.5685,1,4,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249N,1999,New York,3,D,1500,needle,2011,Colorado,4,4,6,6.416,3.297,1.6485,1,4,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249N,1999,New York,3,D,1500,needle,2011,Colorado,4,3,7,5.731,3.875,2.237232293,0.75,3,N,Y
Langevin et al. 2014,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NS3-249N,1999,New York,3,D,1500,needle,2011,Colorado,4,2,8,0.85,,,0.5,2,N,Y
Nemeth et al. 2011,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NY99,1999,New York,1a1,B,1584.893192,needle,2008,Oklahoma,3,3,1,0.574333333,0.984382717,0.568333627,1,3,N,Y
Nemeth et al. 2011,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NY99,1999,New York,1a1,B,1584.893192,needle,2008,Oklahoma,3,3,2,5.029,0.630348316,0.36393177,1,3,N,Y
Nemeth et al. 2011,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NY99,1999,New York,1a1,B,1584.893192,needle,2008,Oklahoma,3,3,3,8.012666667,0.446656841,0.257877447,1,3,N,Y
Nemeth et al. 2011,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NY99,1999,New York,1a1,B,1584.893192,needle,2008,Oklahoma,3,3,4,8.797333333,0.959675119,0.554068688,1,3,N,Y
Nemeth et al. 2011,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NY99,1999,New York,1a1,B,1584.893192,needle,2008,Oklahoma,3,3,5,8.616,0.833730772,0.481354686,1,3,N,Y
Nemeth et al. 2011,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NY99,1999,New York,1a1,B,1584.893192,needle,2008,Oklahoma,3,2,6,7.514666667,0.205000813,0.144957465,0.666666667,2,N,Y
Nemeth et al. 2011,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NY99,1999,New York,1a1,B,1584.893192,needle,2008,Oklahoma,3,2,7,0.85,,,0.666666667,2,N,Y
Nemeth et al. 2011,Corvus_brachyrhynchos,American crow,Corvidae,Corvidae,Passeriformes,NY99,1999,New York,1a1,B,1584.893192,needle,2008,Oklahoma,3,2,8,0.85,,,0.666666667,2,N,Y
Komar et al. 2003,Falco_sparverius,American kestrel,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,2,2,1,6.2,0.225,0.159099026,1,2,N,Y
Komar et al. 2003,Falco_sparverius,American kestrel,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,2,2,2,8.4,0.725,0.512652416,1,2,N,Y
Komar et al. 2003,Falco_sparverius,American kestrel,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,2,2,3,6.6,0.175,0.123743687,1,2,N,Y
Komar et al. 2003,Falco_sparverius,American kestrel,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,2,2,4,3.8,0.1,0.070710678,1,2,N,Y
Komar et al. 2003,Falco_sparverius,American kestrel,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,2,2,5,2,0.575,0.406586399,1,2,N,Y
Komar et al. 2003,Falco_sparverius,American kestrel,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,2,2,6,0.85,0,0,1,2,N,Y
Komar et al. 2003,Falco_sparverius,American kestrel,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,2,2,7,0.85,0,0,1,2,N,Y
Komar et al. 2003,Falco_sparverius,American kestrel,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,2,2,8,,,,1,2,N,Y
Kilpatrick et al. 2010,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,WN02,2003,New York,1a2,C,10000,needle,2007,New York,2,2,1,5.0125,0.721956024,0.5105,1,2,N,Y
Kilpatrick et al. 2010,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,WN02,2003,New York,1a2,C,10000,needle,2007,New York,2,2,2,6.572,0.216374675,0.153,1,2,N,Y
Kilpatrick et al. 2010,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,WN02,2003,New York,1a2,C,10000,needle,2007,New York,2,2,3,4.7485,0.359917352,0.2545,1,2,N,Y
Kilpatrick et al. 2010,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,WN02,2003,New York,1a2,C,10000,needle,2007,New York,2,2,4,3.804,0.6986215,0.494,1,2,N,Y
Kilpatrick et al. 2010,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,WN02,2003,New York,1a2,C,10000,needle,2007,New York,2,2,5,2.302,0.014142136,0.01,1,2,N,Y
Kilpatrick et al. 2010,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,WN02,2003,New York,1a2,C,10000,needle,2007,New York,2,2,6,0.85,,,1,2,N,Y
Kilpatrick et al. 2010,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,WN02,2003,New York,1a2,C,10000,needle,2007,New York,2,2,7,0.85,,,1,2,N,Y
Kilpatrick et al. 2010,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,WN02,2003,New York,1a2,C,10000,needle,2007,New York,2,2,8,,,,1,2,N,Y
Komar et al. 2003,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,2,2,1,5.8,0.075,0.053033009,1,2,N,Y
Komar et al. 2003,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,2,2,2,8.9,0.35,0.247487373,1,2,N,Y
Komar et al. 2003,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,2,2,3,7.3,0.175,0.123743687,1,2,N,Y
Komar et al. 2003,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,2,2,4,4.6,0.3,0.212132034,1,2,N,Y
Komar et al. 2003,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,2,2,5,2,0.575,0.406586399,1,2,N,Y
Komar et al. 2003,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,2,2,6,0,0,0,1,2,N,Y
Komar et al. 2003,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,2,2,7,0,0,0,1,2,N,Y
Komar et al. 2003,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,2,2,8,,,,1,2,N,Y
VanDalen et al. 2014,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,NY99,1999,New York,1a1,B,8.912509381,needle,2005,Colorado,5,5,1,0,0,0,1,5,N,Y
VanDalen et al. 2014,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,NY99,1999,New York,1a1,B,8.912509381,needle,2005,Colorado,5,5,2,2.22,3.041710045,1.360294086,1,5,N,Y
VanDalen et al. 2014,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,NY99,1999,New York,1a1,B,8.912509381,needle,2005,Colorado,5,5,3,3.18,4.361421787,1.950487119,1,5,N,Y
VanDalen et al. 2014,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,NY99,1999,New York,1a1,B,8.912509381,needle,2005,Colorado,5,5,4,3.28,4.518517456,2.020742438,1,5,N,Y
VanDalen et al. 2014,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,NY99,1999,New York,1a1,B,8.912509381,needle,2005,Colorado,5,4,5,2.84,4.050061728,2.025030864,0.8,4,N,Y
VanDalen et al. 2014,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,NY99,1999,New York,1a1,B,8.912509381,needle,2005,Colorado,5,4,6,0.575,1.15,0.575,0.8,4,N,Y
VanDalen et al. 2014,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,NY99,1999,New York,1a1,B,8.912509381,needle,2005,Colorado,5,4,7,0.85,,,0.8,4,N,Y
VanDalen et al. 2014,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,NY99,1999,New York,1a1,B,8.912509381,needle,2005,Colorado,5,4,8,,,,0.8,4,N,Y
VanDalen et al. 2014,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,NY99,1999,New York,1a1,B,18.19700859,needle,2005,Colorado,7,7,1,0.442857143,1.171689866,0.442857143,1,7,N,Y
VanDalen et al. 2014,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,NY99,1999,New York,1a1,B,18.19700859,needle,2005,Colorado,7,7,2,2.957142857,3.157983081,1.193605411,1,7,N,Y
VanDalen et al. 2014,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,NY99,1999,New York,1a1,B,18.19700859,needle,2005,Colorado,7,6,3,3.485714286,3.618207923,1.477127199,0.857142857,6,N,Y
VanDalen et al. 2014,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,NY99,1999,New York,1a1,B,18.19700859,needle,2005,Colorado,7,6,4,1.2,1.860107524,0.759385717,0.857142857,6,N,Y
VanDalen et al. 2014,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,NY99,1999,New York,1a1,B,18.19700859,needle,2005,Colorado,7,6,5,0.85,0,0,0.857142857,6,N,Y
VanDalen et al. 2014,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,NY99,1999,New York,1a1,B,18.19700859,needle,2005,Colorado,7,6,6,0.85,0,0,0.857142857,6,N,Y
VanDalen et al. 2014,Turdus_migratorius,American robin,Turdidae,Turdidae,Passeriformes,NY99,1999,New York,1a1,B,18.19700859,needle,2005,Colorado,7,6,7,0.85,,,0.857142857,6,N,Y
