Species,Scientific Name, Common Name,Sex,N,Mean,S.D.,Min,Max, Season,Location ,Source #
Zimmerius villarejoi,Zimmerius villarejoi,Mishana Tyrannulet,B,3,6.6,,6.2,7,,Peru,9
Zimmerius gracilipes,Zimmerius gracilipes,Slender-footed Tyrannulet,M,12,7.6,,6.8,7.9,,Suriname,498
Zimmerius gracilipes,Zimmerius gracilipes,Slender-footed Tyrannulet,F,8,6.7,,5.7,7.8,,,
Zimmerius viridiflavus,Zimmerius viridiflavus,Peruvian Tyrannulet,U,2,9.6,,9.1,10,,Peru,"785a, 1302"
Zimmerius chrysops,Zimmerius chrysops,Golden-faced Tyrannulet,B,8,10.4,, , , ,Columbia,"798, 1311"
Sublegatus obscurior,Sublegatus obscurior,Amazonian Scrub-Flycatcher,M,1,16,,,,,"Roraima, Brazil",1143
Sublegatus arenarum,Sublegatus arenarum,Northern Scrub-Flycatcher,U,29,12.3,,10.5,15,,Trinidad,359
Sublegatus modestus,Sublegatus modestus,Southern Scrub-Flycatcher,B,8,14,,11,15.7,,Argentina; Suriname; Brazil,"498, 883, 1040"
Suiriri suiriri,Suiriri suiriri,Suiriri Flycatcher,M,20,15.3,1.8,12,17.5,, ,501
Suiriri suiriri,Suiriri suiriri,Suiriri Flycatcher,F,14,13.8,1.2,12,15.7,,,
Suiriri islerorum,Suiriri islerorum,Chapada Flycatcher,F ,1,22.8,,,,,Brazil,1365
Mecocerculus leucophrys,Mecocerculus leucophrys,White-throated Tyrannulet,B,14,10.4, ,9,11.5,,Venezuela,1308
Mecocerculus leucophrys,Mecocerculus leucophrys,White-throated Tyrannulet,U,12,11.6,1.3,9.6,13.9,,Columbia,324a
Mecocerculus poecilocercus,Mecocerculus poecilocercus,White-tailed Tyrannulet,U,11,7.7,,7,8.5,,Columbia; Ecuador,"953, 1037"
Mecocerculus hellmayri,Mecocerculus hellmayri,Buff-banded Tyrannulet,B,9,8,,6.5,9,,Bolivia,1143
Mecocerculus calopterus,Mecocerculus calopterus,Rufous-winged Tyrannulet,U,8,7,,,,,Peru; Ecuador,"747, 953, 1302"
Mecocerculus minor,Mecocerculus minor,Sulphur-bellied Tyrannulet,U,,11,,,,,,275
Mecocerculus stictopterus,Mecocerculus stictopterus,White-banded Tyrannulet,U,9,9.4,,8.2,10.7,,Ecuador; Peru,"633, 953, 963, 1043"
Inezia tenuirostris,Inezia tenuirostris,Slender-billed Tyrannulet,F,1,5,,,,,Venezuela,1143
Inezia inornata,Inezia inornata,Plain Tyrannulet,U,1,12,,,,,Peru,319
Inezia subflava,Inezia subflava,Pale-tipped Tyrannulet,U,14,8.4,0.6,7.5,10.2,,Venezuela,1215
Stigmatura napensis,Stigmatura napensis,Lesser Wagtail-Tyrant,U,,,,9.1,10.5,,,275
Stigmatura budytoides,Stigmatura budytoides,Greater Wagtail-Tyrant,M,9,11.7, ,10.9,12.3,,Bolivia,1055
Stigmatura budytoides,Stigmatura budytoides,Greater Wagtail-Tyrant,F,14,10.5,,9.4,12.6,,,
Anairetes agilis,Anairetes agilis,Agile Tit-Tyrant,B,7,10.1,,6.2,11.7,,Columbia,324a
Anairetes agraphia,Anairetes agraphia,Unstreaked Tit-Tyrant,B,2,9.9,,9.9,9.9,,Peru,1288
Anairetes alpinus bolivianus,Anairetes alpinus,Ash-breasted Tit-Tyrant,F,1,9,,,,,Peru,1143
Anairetes reguloides,Anairetes reguloides,Pied-crested Tit-Tyrant,B,11,5.9,,5,8,,Chile ,748
Anairetes flavirostris,Anairetes flavirostris,Yellow-billed Tit-Tyrant,B,8,6,,5.3,7.6,,Argentina; Peru,"841, 1041, 1043"
Anairetes parulus,Anairetes parulus,Tufted Tit-Tyrant,U,113,6.2,0.5,5,7.5,,Chile,328
Tachuris rubrigastra,Tachuris rubrigastra,Many-colored Rush-Tyrant,B,8,7.8,,6.5,9.5,, ,"64, 210, 1043"
Polystictus pectoralis,Polystictus pectoralis,Bearded Tachuri,B,10,6.2,0.5,5.3,7.3,,Columbia,"498, 1143"
Polystictus superciliaris,Polystictus superciliaris,Gray-backed Tachuri,U,,6,,,,,,275
Pseudocolopteryx sclateri,Pseudocolopteryx sclateri,Crested Doradito,B,4,8,,6.8,9.9,,,"64, 210a, 1041"
Pseudocolopteryx acutipennis,Pseudocolopteryx acutipennis,Subtropical Doradito,B,3,6.9,,6.2,8.3,,Argentina,212
Pseudocolopteryx flaviventris,Pseudocolopteryx flaviventris,Warbling Doradito,U,2,7.5,,7,8,,Brazil,64
Euscarthmus meloryphus,Euscarthmus meloryphus,Tawny-crowned Pygmy-Tyrant,U,10,6.8,,5.3,8,,,"49, 64, 1215, 1302"
Euscarthmus rufomarginatus,Euscarthmus rufomarginatus,Rufous-sided Pygmy-Tyrant,U,,6,,,,,Brazil,901
Myiornis albiventris,Myiornis albiventris,White-bellied Pygmy-Tyrant,U,,,,5,6,,,275
Myiornis auricularis,Myiornis auricularis,Eared Pygmy-Tyrant,B,17,5.3,,,,,,"253, 1288"
Myiornis atricapillus,Myiornis atricapillus,Black-capped Pygmy-Tyrant,B,3,5.7,,5.5,6,,Panama,990
Myiornis ecaudatus,Myiornis ecaudatus,Short-tailed Pygmy-Tyrant,U,,6,,,,,Peru,1210
Myiornis ecaudatus,Myiornis ecaudatus,Short-tailed Pygmy-Tyrant,U,2,4.6,,4.5,4.8,,Trinidad,359
Lophotriccus pileatus,Lophotriccus pileatus,Scale-crested Pygmy-Tyrant,M,9,8.1,,,,,Panama,489
Lophotriccus pileatus,Lophotriccus pileatus,Scale-crested Pygmy-Tyrant,F,7,6.9,,,,,,
Lophotriccus vitiosus,Lophotriccus vitiosus,Double-banded Pygmy-Tyrant,B,10,6.7,0.4,5.9,7.3,,Brazil,195
Lophotriccus eulophotes,Lophotriccus eulophotes,Long-crested Pygmy-Tyrant,F,1,6,,,,,Peru,1083
Lophotriccus galeatus,Lophotriccus galeatus,Helmeted Pygmy-Tyrant,B,15,6.6,,5.6,8,,Suriname,498
Lophotriccus pilaris,Lophotriccus pilaris,Pale-eyed Pygmy-Tyrant,U,6,6.8,,5.3,9.1,,Panama; Peru; Columbia,"615, 795, 1216"
Oncostoma cinereigulare,Oncostoma cinereigulare,Northern Bentbill,B,38,6.4,1.4,4.3,11,,El Salvador,1041a
Oncostoma olivaceum,Oncostoma olivaceum,Southern Bentbill,U,12,6.6,,,,,Panama,"156, 615, 618, 874"
Poecilotriccus ruficeps ,Poecilotriccus ruficeps,Rufous-crowned Tody-Tyrant,U,9,11.1,,,,,Peru; Columbia,"1037, 1288"
Poecilotriccus ruficeps peruvianus ,Poecilotriccus ruficeps,Rufous-crowned Tody-Tyrant,B,4,7,,,,,Peru,596
Poecilotriccus sylvia ,Poecilotriccus sylvia,Slate-headed Tody-Tyrant,U,14,7.1,,,,,Panama; Columbia; Venezuela,"489, 615, 618, 795, 1027"
Poecilotriccus luluae,Poecilotriccus luluae,Lulu's Tody-Tyrant,B,17,7.3,,,,,Peru,596
Poecilotriccus capitalis,Poecilotriccus capitalis,Black-and-white Tody-Tyrant,B,2,8,,8,8,,Peru,899
Poecilotriccus albifacies,Poecilotriccus albifacies,White-cheeked Tody-Tyrant,U,,8,,,,,Peru,617
Taeniotriccus andrei,Taeniotriccus andrei,Black-chested Tyrant,U,2,9.5,,9.4,9.6,,Brazil; Suriname,"498, 875"
Hemitriccus minor,Hemitriccus minor,Snethlage's Tody-Tyrant,B,14,7.4,,6.5,8,,Brazil,49
Hemitriccus josephinae,Hemitriccus josephinae,Boat-billed Tody-Tyrant,U,1,10.8,,,,,Suriname,498
Hemitriccus flammulatus,Hemitriccus flammulatus,Flammulated Bamboo-Tyrant,B,7,10,,8.8,11.7,,Peru; Bolivia,"49, 370"
Hemitriccus diops ,Hemitriccus diops,Drab-breasted Bamboo-Tyrant,U,15,10,,8,11.5,,Brazil; Paraguay,"64, 132, 878"
Hemitriccus obsoletus,Hemitriccus obsoletus,Brown-breasted Bamboo-Tyrant,U,24,11.6,1, , ,,Brazil,961
Hemitriccus zosterops,Hemitriccus zosterops,White-eyed Tody-Tyrant,U,14,8.7,,,,,Columbia; Suriname,"785a, 1038a"
Hemitriccus zosterops griseipectus,Hemitriccus zosterops,White-eyed Tody-Tyrant,M,6,9.2,,8.7,9.7,,Brazil,195
Hemitriccus zosterops griseipectus,Hemitriccus zosterops,White-eyed Tody-Tyrant,F,1,8.3,,,,,,
Hemitriccus minimus,Hemitriccus minimus,Zimmer's Tody-Tyrant,M,5,7,,6.4,7.8,,Peru,10
Hemitriccus orbitatus ,Hemitriccus orbitatus,Eye-ringed Tody-Tyrant,B,3,9.7,,9,10.5,,Brazil,64
Hemitriccus iohannis,Hemitriccus iohannis,Johannes' Tody-Tyrant,U,,10,,,,,Peru,1210
Hemitriccus striaticollis,Hemitriccus striaticollis,Stripe-necked Tody-Tyrant,B,11,8.6,,7.8,10.1,,Columbia; Brazil,"392, 883, 1143"
Hemitriccus nidipendulus,Hemitriccus nidipendulus,Hangnest Tody-Tyrant,B,2,7.5,,7,8,,Brazil,1178
Hemitriccus spodiops,Hemitriccus spodiops,Yungas Tody-Tyrant,U,,,,6.9,7.5,,,275
Hemitriccus margaritaceiventer,Hemitriccus margaritaceiventer,Pearly-vented Tody-Tyrant,B,24,8.4,1,6.6,11.5,,Paraguay,1175
Hemitriccus inornatus,Hemitriccus inornatus,Pelzeln's Tody-Tyrant,U,,,,7.7,9,,,275
Hemitriccus granadensis,Hemitriccus granadensis,Black-throated Tody-Tyrant,U,11,7.9,,,,,Peru; Ecuador,"953, 1288"
Hemitriccus rufigularis,Hemitriccus rufigularis,Buff-throated Tody-Tyrant,U,3,9.4,,9,9.8,,Peru; Ecuador,"259, 747"
Hemitriccus cinnamomeipectus,Hemitriccus cinnamomeipectus,Cinnamon-breasted Tody-Tyrant,U,7,7.5,,6.5,8.5,,Peru,397
Todirostrum russatum,Todirostrum russatum,Ruddy Tody-Flycatcher,M,10,8,0.6,6.5,9,, ,"1143, 1148, 1153"
Todirostrum plumbeiceps,Todirostrum plumbeiceps,Ochre-faced Tody-Flycatcher,B,14,5.7,0.3,5.3,6,,Brazil; Argentina,"64, 253, 878, 961, 1040"
Todirostrum fumifrons,Todirostrum fumifrons,Smoky-fronted Tody-Flycatcher,U,10,6.6,,6,8,,Brazil; Suriname,"392, 498, 1109"
Todirostrum maculatum,Todirostrum maculatum,Spotted Tody-Flycatcher,B,29,7.3,,6,8,,Suriname,498
Todirostrum nigriceps,Todirostrum nigriceps,Black-headed Tody-Flycatcher,F,1,6.5,,,,,Panama,990
Todirostrum pictum,Todirostrum pictum,Painted Tody-Flycatcher,B,8,6.8,,6,8,,Brazil; Suriname,"195, 498, 1178"
Todirostrum cinereum,Todirostrum cinereum,Common Tody-Flycatcher,B,23,6.4,,,,,Panama,489
Todirostrum cinereum peruanum,Todirostrum cinereum,Common Tody-Flycatcher,B,3,6.6,,6.3,7,,,650a
Todirostrum cinereum sclateri,Todirostrum cinereum,Common Tody-Flycatcher,F,1,5.9,,,,,,650a
Todirostrum chrysocrotaphum,Todirostrum chrysocrotaphum,Yellow-browed Tody-Flycatcher,U,,7,,,,,Peru,1210
Poecilotriccus latirostris,Poecilotriccus latirostris,Rusty-fronted Tody-Flycatcher,U,22,8.1,0.7,,,,Peru,1288
Poecilotriccus calopterus,Poecilotriccus calopterus,Golden-winged Tody-Flycatcher,M,1,7.1,, , , , ,650a
Poecilotriccus calopterus pulchellus,Poecilotriccus calopterus,Golden-winged Tody-Flycatcher,B,2,8,,7.2,8.7,,Peru,370
Corythopis torquata,Corythopis torquata,Ringed Antpipit,B,14,14.3,,12.3,15,,Brazil; French Guiana; Venezuela,"293, 875, 1178, 1308"
Corythopis delalandi,Corythopis delalandi,Southern Antpipit,B,12,15,,13,16,,Brazil; Argentina; Bolivia,"64, 132, 253"
Cnipodectes subbrunneus,Cnipodectes subbrunneus,Brownish Flycatcher,U,9,23.2,,,,,Panama,618
Ramphotrigon megacephalum,Ramphotrigon megacephalum,Large-headed Flatbill,U,10,14.2,,11,17,,,"319, 747, 878, 897"
Ramphotrigon fuscicauda,Ramphotrigon fuscicauda,Dusky-tailed Flatbill,U,12,18.6,,16.5,20.5,,Brazil; Peru,897
Ramphotrigon ruficauda,Ramphotrigon ruficauda,Rufous-tailed Flatbill,B,13,18.4,,15,25.6,,Suriname,498
Rhynchocyclus brevirostris,Rhynchocyclus brevirostris,Eye-ringed Flatbill,U,25,24.3,3.1,20,34,,El Salvador,1041a
Rhynchocyclus pacificus,Rhynchocyclus pacificus,Pacific Flatbill,U,,,,23.5,26.5,,,275
Rhynchocyclus olivaceus,Rhynchocyclus olivaceus,Olivaceous Flatbill,B,11,21.3,1.3,19.8,24,,Panama; Suriname,"79, 156, 497, 990, 1180"
Rhynchocyclus fulvipectus,Rhynchocyclus fulvipectus,Fulvous-breasted Flatbill,U,5,23.1,,,,,Peru; Columbia,"785a, 881, 899, 1288"
Tolmomyias sulphurescens,Tolmomyias sulphurescens,Yellow-olive Flycatcher,U,64,14.3,2.2,9,20,,El Salvador,1041a
Tolmomyias assimilis,Tolmomyias assimilis,Yellow-margined Flycatcher,U,,17,,,,,Peru,1210
Tolmomyias poliocephalus,Tolmomyias poliocephalus,Gray-crowned Flycatcher,B,21,10.8,,9.8,11.8,,Suriname,498
Tolmomyias traylori,Tolmomyias traylori,Orange-eyed Flycatcher,M,1,11.5,,,,,Peru,1073
Tolmomyias flaviventris,Tolmomyias flaviventris,Yellow-breasted Flycatcher,B,24,12.2,,9.5,14.5,,Trinidad,359
Platyrinchus saturatus,Platyrinchus saturatus,Cinnamon-crested Spadebill,U,14,10.7,,8.8,15,,Brazil; Venezuela; Peru,"10, 875, 1178, 1308"
Platyrinchus cancrominus,Platyrinchus cancrominus,Stub-tailed Spadebill,B,21,9.2,1,7.8,10.8,,"Veracruz, Mexico",1143
Platyrinchus flavigularis,Platyrinchus flavigularis,Yellow-throated Spadebill,M,1,10,,,,,Ecuador,1148
Platyrinchus coronatus,Platyrinchus coronatus,Golden-crowned Spadebill,U,13,9.4,0.6,,,,Costa Rica,618
Platyrinchus coronatus,Platyrinchus coronatus,Golden-crowned Spadebill,U,14,8.9,0.4,,,,Panama,618
Platyrinchus mystaceus,Platyrinchus mystaceus,White-throated Spadebill,B,23,9.7,,7.5,11,,Trinidad,359
Platyrinchus platyrhynchos,Platyrinchus platyrhynchos,White-crested Spadebill,U,4,12, ,10,13.7,, ,"785a, 861"
Platyrinchus leucoryphus ,Platyrinchus leucoryphus,Russet-winged Spadebill,U,3,16,,14,17,,Brazil,"64, 132, 961"
Onychorhynchus coronatus,Onychorhynchus coronatus,Royal Flycatcher,U,13,14,,9.7,16.2,,Brazil,875
Myiotriccus ornatus,Myiotriccus ornatus,Ornate Flycatcher,U,14,9.9,1.2,8.2,12,,Columbia,1037
Myiophobus flavicans,Myiophobus flavicans,Flavescent Flycatcher,U,15,12.7,0.9,,,,Peru,1288
Myiophobus phoenicomitra,Myiophobus phoenicomitra,Orange-crested Flycatcher,U,11,11,1,9,12.5,,Peru; Ecuador,"259, 899, 953"
Myiophobus roraimae,Myiophobus roraimae,Roraiman Flycatcher,M,8,14.4,,12.2,18,,Venezuela,"296, 1308"
Myiophobus roraimae,Myiophobus roraimae,Roraiman Flycatcher,F,7,12.9,,12,14,,,
Myiophobus inornatus,Myiophobus inornatus,Unadorned Flycatcher,M,2,11.2,,10.4,12,,Peru,1143
Myiophobus pulcher,Myiophobus pulcher,Handsome Flycatcher,B,3,9.5, ,9.1,10,,Peru; Columbia,"324a, 370"
Myiophobus lintoni,Myiophobus lintoni,Orange-banded Flycatcher,M,2,9.8,,9.5,10,,Peru,900
Myiophobus ochraceiventris,Myiophobus ochraceiventris,Ochraceous-breasted Flycatcher,M,11,11.2,, , ,,Bolivia,963
Myiophobus ochraceiventris,Myiophobus ochraceiventris,Ochraceous-breasted Flycatcher,F,3,9.8,,,,,,
Myiophobus fasciatus,Myiophobus fasciatus,Bran-colored Flycatcher,B,20,9.9,,8.5,12,,Trinidad,359
Myiophobus cryptoxanthus,Myiophobus cryptoxanthus,Olive-chested Flycatcher,U,2,9.8,,8.5,11,,Peru; Ecuador,"899, 953"
Terenotriccus erythrurus,Terenotriccus erythrurus,Ruddy-tailed Flycatcher,U,14,7.4,0.3,6.9,8,,Panama,79
Myiobius villosus,Myiobius villosus,Tawny-breasted Flycatcher,B,10,14.1,,12,16.1,,,"1037, 1147, 1288"
Myiobius sulphureipygius,Myiobius sulphureipygius,Sulphur-rumped Flycatcher,U,29,11.9,1.1,,,,Panama; Costa Rica,618
Myiobius barbatus,Myiobius barbatus,Whiskered Flycatcher,B,24,11.4,1.4,8.8,13.5,,Venezuela; Brazil; Peru,1143
Myiobius atricaudus,Myiobius atricaudus,Black-tailed Flycatcher,U,13,10,1.1,,,,Panama ,618
Neopipo cinnamomea,Neopipo cinnamomea,Cinnamon Tyrant,B,9,7.7,,6.3,12,,Brazil; Ecuador; Columbia,"73, 747, 1037, 1038a, 1308"
Pyrrhomyias cinnamomea,Pyrrhomyias cinnamomea,Cinnamon Flycatcher,U,10,9.9,,,,,,"953, 1040, 1043, 1288"
Hirundinea ferruginea ,Hirundinea ferruginea,Cliff Flycatcher,U,10,30.6,,21.2,42,,Brazil; Ecuador; Argentina,"210a, 747, 953, 1055"
Cnemotriccus fuscatus,Cnemotriccus fuscatus,Fuscous Flycatcher,U,41,13.6,,12,16,,Trinidad,359
Lathrotriccus euleri,Lathrotriccus euleri,Euler's Flycatcher,B,28,12,,9.5,14,,Trinidad,359
Lathrotriccus euleri,Lathrotriccus euleri,Euler's Flycatcher,U,12,10.7,0.8,9.6,12.5,,"Mato Grosso, Brazil",392
Lathrotriccus griseipectus,Lathrotriccus griseipectus,Gray-breasted Flycatcher,U,,11,,,,,,275
Aphanotriccus capitalis,Aphanotriccus capitalis,Tawny-chested Flycatcher,U,6,11.8,,,,,Costa Rica,80
Aphanotriccus audax,Aphanotriccus audax,Black-billed Flycatcher,B,4,,,10.5,12,,Panama,990
Xenotriccus callizonus,Xenotriccus callizonus,Belted Flycatcher,B,3,11.2,,10.5,11.5,,"Chiapas, Mexico",1143
Xenotriccus mexicanus,Xenotriccus mexicanus,Pileated Flycatcher,M,1,13.8,,,,,"Oaxaca, Mexico",1143
Mitrephanes phaeocercus,Mitrephanes phaeocercus,Tufted Flycatcher,M,8,8.9,,,,,Panama,489
Mitrephanes phaeocercus,Mitrephanes phaeocercus,Tufted Flycatcher,F,8,8.3,,,,,,
Mitrephanes olivaceus,Mitrephanes olivaceus,Olive Flycatcher,M,1,10,,,,,"Cuzco, Peru",1143
Contopus cooperi,Contopus cooperi,Olive-sided Flycatcher,B,26,32.1,2.3,26.7,42.2,M,"Pennsylvania, USA",193
Contopus pertinax,Contopus pertinax,Greater Pewee,B,27,27.2,3.3,21.6,35.8,,Mexico,1148a
Contopus lugubris,Contopus lugubris,Dark Pewee,U,23,21.5,,,,,Panama,489
Contopus fumigatus,Contopus fumigatus,Smoke-colored Pewee,B,6,19.9,,14,23.2,,,"200, 296, 798, 1040, 1302"
Contopus ochraceus,Contopus ochraceus,Ochraceous Pewee,U,,23,,,,,Costa Rica,1170
Contopus sordidulus,Contopus sordidulus,Western Wood-Pewee,B,25,13.1,0.8,11,14.9,B,western USA,277
Contopus virens,Contopus virens,Eastern Wood-Pewee,U,63,13.9,0.7,12.1,15.4,,"Pennsylvania, USA",828
Contopus cinereus,Contopus cinereus,Tropical Pewee,B,21,11.6,,8.5,13.5,,Trinidad,359
Contopus nigrescens,Contopus nigrescens,Blackish Pewee,B,2,9.5,,9,10,,Peru,259
Contopus caribaeus,Contopus caribaeus,Cuban Pewee,B,100,10.5,0.7,8.5,12,,Cuba,19
Contopus pallidus,Contopus pallidus,Jamaican Pewee,M,1,9.3,,,,,Jamaica,1159
Contopus hispaniolensis,Contopus hispaniolensis,Hispaniolan Pewee,B,18,11.7,0.9,10.5,13.2,,Dominican Republic,19
Contopus portoricensis,Contopus portoricensis,Puerto Rican Pewee,B,11,10.8,1,9.2,12.4,,Puerto Rico,19
Contopus latirostris ,Contopus latirostris,Lesser Antillean Pewee,U,2,11.2,,11,11.5,,Guadeloupe,19
Contopus oberi,Contopus oberi,St. Lucia Pewee,U,3,9.1,,8,9.9,,St. Lucia,19
Contopus albogularis,Contopus albogularis,White-throated Pewee,B,11,9.6,,8.3,10.5,,Suriname,498
Empidonax flaviventris,Empidonax flaviventris,Yellow-bellied Flycatcher,B,415,11.8,1,9.2,15.5,M,"Pennsylvania, USA",461
Empidonax virescens,Empidonax virescens,Acadian Flycatcher,U,72,12.6,0.7,11.3,13.8, ,"Pennsylvania, USA",828
Empidonax alnorum,Empidonax alnorum,Alder Flycatcher,B,53,12.7,1.1,10,14.5,B,"Ontario, Canada",1147a
Empidonax traillii,Empidonax traillii,Willow Flycatcher,M,13,13.1,1.4,12,15.7,B,"Connecticut, USA",439
Empidonax traillii,Empidonax traillii,Willow Flycatcher,F,11,13.7,1.5,11.3,16.4,,,
Empidonax albigularis,Empidonax albigularis,White-throated Flycatcher,B,3,10.8,,10.3,11,,"Oaxaca, Mexico: Guatemala",1145
Empidonax albigularis,Empidonax albigularis,White-throated Flycatcher,U,3,8.5,,7.9,9.6,,Belize,220
Empidonax minimus,Empidonax minimus,Least Flycatcher,U,277,10,0.8,7.8,12.2,,"Pennsylvania, USA",828
Empidonax hammondii,Empidonax hammondii,Hammond's Flycatcher,M,91,10.6,0.6,9.2,12.1,B, ,1077
Empidonax hammondii,Empidonax hammondii,Hammond's Flycatcher,F,44,10.3,0.9,8,12.9,,,
Empidonax wrightii,Empidonax wrightii,Gray Flycatcher,B,15,12.3,0.7,11.3,13.6,B,"Nevada, USA",594
Empidonax oberholseri,Empidonax oberholseri,Dusky Flycatcher,B,16,10.4,0.6,9.3,11.4,M,"Arizona, USA",314
Empidonax affinis ,Empidonax affinis,Pine Flycatcher,M,1,11.3,,,,,Mexico - juvenile,259a
Empidonax difficilis,Empidonax difficilis,Pacific-slope Flycatcher,B,606,10.7,0.9,7.7,14.3, ,"California, USA",719
Empidonax occidentalis ,Empidonax occidentalis,Cordilleran Flycatcher,B,69,11.6,1.2,8,15,B, ,277
Empidonax flavescens,Empidonax flavescens,Yellowish Flycatcher,U,69,12.5,2.2,9,20,,El Salvador,1041a
Empidonax fulvifrons,Empidonax fulvifrons,Buff-breasted Flycatcher,B,23,7.9,0.7,6.7,9.3,Y,Mexico,1142a
Empidonax atriceps ,Empidonax atriceps,Black-capped Flycatcher,U,3,9,,8.9,9.3,,Costa Rica,1143
Sayornis phoebe,Sayornis phoebe,Eastern Phoebe,U,108,19.7,1.4,16.5,23.2,,"Pennsylvania, USA",828
Sayornis nigricans,Sayornis nigricans,Black Phoebe,M,78,19.5,0.9,16.9,22,B,"California, USA",314
Sayornis nigricans,Sayornis nigricans,Black Phoebe,F,154,17.8,1.1,14.6,20.8,,,
Sayornis saya,Sayornis saya,Say's Phoebe,B,13,20.9,2.5,15,24.1,B, ,"314, 277"
Pyrocephalus rubinus,Pyrocephalus rubinus,Vermilion Flycatcher,B,11,14.4,,12,16.1,,Nicaragua,542
Ochthoeca jelskii,Ochthoeca jelskii,Jelski's Chat-Tyrant,U,5,11.6,,9.5,16.6,,Peru; Ecuador,"953, 1043"
Ochthoeca diadema,Ochthoeca diadema,Yellow-bellied Chat-Tyrant,U,23,11.5,1,9.5,13.5,,Columbia,1037
Ochthoeca pulchella,Ochthoeca pulchella,Golden-browed Chat-Tyrant,U,7,12,,,,,Peru; Bolivia,"963, 1288"
Ochthoeca frontalis,Ochthoeca frontalis,Crowned Chat-Tyrant,M,34,10.4,,,,,Bolivia,963
Ochthoeca frontalis,Ochthoeca frontalis,Crowned Chat-Tyrant,F,36,9.6,,,,,,
Ochthoeca cinnamomeiventris,Ochthoeca cinnamomeiventris,Slaty-backed Chat-Tyrant,U,3,12,,11,13,,Ecuador,"953, 1288"
Ochthoeca oenanthoides,Ochthoeca oenanthoides,D'Orbigny's Chat-Tyrant,B,4,17.7,, , ,,,"363, 1043"
Ochthoeca rufipectoralis,Ochthoeca rufipectoralis,Rufous-breasted Chat-Tyrant,M,4,10.5,, , ,,Bolivia,963
Ochthoeca rufipectoralis,Ochthoeca rufipectoralis,Rufous-breasted Chat-Tyrant,F,10,9.5,,,,,,
Ochthoeca fumicolor ,Ochthoeca fumicolor,Brown-backed Chat-Tyrant,B,11,16.6,,14,19,,Venezuela; Ecuador; Peru,"953, 1043, 1263"
Ochthoeca leucophrys,Ochthoeca leucophrys,White-browed Chat-Tyrant,B,5,13.1,,12.5,14.5,,Argentina; Chile,"776a, 1041, 1043"
Tumbezia salvini,Tumbezia salvini,Tumbes Tyrant,M,2,12.2,,11.4,13.1,,Peru,1043
Colorhamphus parvirostris,Colorhamphus parvirostris,Patagonian Tyrant,U,13,10.6,1,9,12.2,,Chile,328
Ochthornis littoralis,Ochthornis littoralis,Drab Water-Tyrant,U,4,13.4,,12.3,14.9,,Peru; Suriname,"370, 498"
Myiotheretes striaticollis,Myiotheretes striaticollis,Streak-throated Bush-Tyrant,B,5,61.2,,56.7,64,,Peru; Argentina,"1040, 1043, 1288"
Myiotheretes fumigatus,Myiotheretes fumigatus,Smoky Bush-Tyrant,U,7,33.4,,31.6,35,,Ecuador; Columbia,"324a, 953, 1311"
Myiotheretes fuscorufus,Myiotheretes fuscorufus,Rufous-bellied Bush-Tyrant,B,6,31.7,,,,,Bolivia,"963, 1288"
Xolmis pyrope,Xolmis pyrope,Fire-eyed Diucon,U,14,35.3,3.2,31,42.4,,Argentina,210
Xolmis cinerea,Xolmis cinerea,Gray Monjita,B,10,57.1,3.7,51.7,61.8,,,"64, 210a, 752, 1109"
Xolmis coronata,Xolmis coronata,Black-crowned Monjita,U,3,46.8,,43,51,,Brazil; Argentina,"64, 843"
Xolmis irupero,Xolmis irupero,White Monjita,U,11,28.7,,29,25,,,"64, 210a, 363"
Xolmis rubetra,Xolmis rubetra,Rusty-backed Monjita,B,18,36.3,,31,39.5,,Argentina,186a
Heteroxolmis dominicana,Heteroxolmis dominicana,Black-and-white Monjita,U,2,42.8,,42,43.5,,Brazil,64
Neoxolmis rufiventris,Neoxolmis rufiventris,Chocolate-vented Tyrant,U,,77,,,,,Brazil,1105
Agriornis montana,Agriornis montana,Black-billed Shrike-Tyrant,B,9,63.3,,60,68,,Argentina,"210, 843, 1040, 1043"
Agriornis lividus,Agriornis lividus,Great Shrike-Tyrant,M,5,102,,96.7,109,,Argentina,843
Agriornis lividus,Agriornis lividus,Great Shrike-Tyrant,F,4,96.3,,93.8,97.7,,,
Agriornis microptera,Agriornis microptera,Gray-bellied Shrike-Tyrant,B,5,67.8,,60,75,,Argentina; Chile,"776a, 841, 843, 1040"
Agriornis murina ,Agriornis murina,Lesser Shrike-Tyrant,F,3,29.9,,27.7,32,,Argentina,"843, 1040"
Polioxolmis rufipennis,Polioxolmis rufipennis,Rufous-webbed Tyrant,M,1,34.5,,,,,Bolivia ,1261
Muscisaxicola maculirostris,Muscisaxicola maculirostris,Spot-billed Ground-Tyrant,B,13,14.2,,12.1,16.6,, ,"210, 843, 1043"
Muscisaxicola fluviatilis,Muscisaxicola fluviatilis,Little Ground-Tyrant,B,4,14.7,,12.6,16,,Peru; Brazil,1143
Muscisaxicola maclovianus,Muscisaxicola maclovianus,Dark-faced Ground-Tyrant,M,11,24.2,,22.3,26.9,,Argentina,843
Muscisaxicola maclovianus,Muscisaxicola maclovianus,Dark-faced Ground-Tyrant,F,6,23.4,,20.2,24.8,,,
Muscisaxicola capistrata,Muscisaxicola capistrata,Cinnamon-bellied Ground-Tyrant,B,3,26.6,,26.6,26.6,,Tierra del Fuego,546
